rank,title,subhead,count,tag,link,scrape_date
4.0,央视新主播李秋莹孙亚鹏亮相,近日，CCTV4《中国新闻》凌晨四点档亮相两位新主播——李秋莹、孙亚鹏。公开信息显示，李秋莹为衡水中学2012届校友，总... 查看更多>,7519976,新,https://www.baidu.com/s?wd=%E5%A4%AE%E8%A7%86%E6%96%B0%E4%B8%BB%E6%92%AD%E6%9D%8E%E7%A7%8B%E8%8E%B9%E5%AD%99%E4%BA%9A%E9%B9%8F%E4%BA%AE%E7%9B%B8&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
5.0,150元车上过夜费到底谁被做局了,7月27日，重庆游客王先生一行在新疆伊犁伊美臻选酒店因房源紧张，两名同行女士被迫在车内过夜，离店时被收取150元“车上过... 查看更多>,7426349,新,https://www.baidu.com/s?wd=150%E5%85%83%E8%BD%A6%E4%B8%8A%E8%BF%87%E5%A4%9C%E8%B4%B9%E5%88%B0%E5%BA%95%E8%B0%81%E8%A2%AB%E5%81%9A%E5%B1%80%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
6.0,台风白海豚到哪了,台风“白海豚”正在逼近浙江，关注台风“白海豚”实时路径。 查看更多>,7330164,,https://www.baidu.com/s?wd=%E5%8F%B0%E9%A3%8E%E7%99%BD%E6%B5%B7%E8%B1%9A%E5%88%B0%E5%93%AA%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
7.0,沈腾演技,8月8日，《欢迎来龙餐馆》点映首日，有博主评价：沈腾的表演完全不一样了。他收了所有标志性的东西——那种“我就知道你会来”... 查看更多>,7235877,热,https://www.baidu.com/s?wd=%E6%B2%88%E8%85%BE%E6%BC%94%E6%8A%80&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
8.0,河南刑案嫌犯被抓 逃窜时伤害多人,驻马店市“7•30”案件工作专班8月8日通报，河南省驻马店市西平县“7•30”故意伤害案件犯罪嫌疑人夏某钢被抓获，其于2... 查看更多>,7141574,热,https://www.baidu.com/s?wd=%E6%B2%B3%E5%8D%97%E5%88%91%E6%A1%88%E5%AB%8C%E7%8A%AF%E8%A2%AB%E6%8A%93+%E9%80%83%E7%AA%9C%E6%97%B6%E4%BC%A4%E5%AE%B3%E5%A4%9A%E4%BA%BA&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
9.0,情侣在平潭拍日出时坠崖致一死一伤,网友发帖称，8月7日有一对情侣在平潭拍日出，坠崖一死一伤，自己早晨醒来时看到悬崖边有120急救车在现场。记者从平潭县殡仪... 查看更多>,7042336,,https://www.baidu.com/s?wd=%E6%83%85%E4%BE%A3%E5%9C%A8%E5%B9%B3%E6%BD%AD%E6%8B%8D%E6%97%A5%E5%87%BA%E6%97%B6%E5%9D%A0%E5%B4%96%E8%87%B4%E4%B8%80%E6%AD%BB%E4%B8%80%E4%BC%A4&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
10.0,王菲看了窦靖童歌手总决赛,王菲全程通过直播观看女儿窦靖童在8月7日《歌手2026》总决赛的表演，但拒绝公开现身，仅私下给予心态指导。窦靖童以原创歌... 查看更多>,6951176,,https://www.baidu.com/s?wd=%E7%8E%8B%E8%8F%B2%E7%9C%8B%E4%BA%86%E7%AA%A6%E9%9D%96%E7%AB%A5%E6%AD%8C%E6%89%8B%E6%80%BB%E5%86%B3%E8%B5%9B&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
11.0,这些燃气使用“偏方”千万别信,安全使用燃气关系到千家万户生命财产安全，但网上流传一些所谓“用气偏方”，这些说法是真的吗？一起来看看。 查看更多>,6850398,,https://www.baidu.com/s?wd=%E8%BF%99%E4%BA%9B%E7%87%83%E6%B0%94%E4%BD%BF%E7%94%A8%E2%80%9C%E5%81%8F%E6%96%B9%E2%80%9D%E5%8D%83%E4%B8%87%E5%88%AB%E4%BF%A1&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
12.0,迪丽热巴听不懂粤语努力憋笑,8月8日，迪丽热巴在《功夫女足》香港路演中因听不懂粤语提问，频繁露出困惑表情并努力憋笑，被周星驰调侃后笑场。 查看更多>,6752618,,https://www.baidu.com/s?wd=%E8%BF%AA%E4%B8%BD%E7%83%AD%E5%B7%B4%E5%90%AC%E4%B8%8D%E6%87%82%E7%B2%A4%E8%AF%AD%E5%8A%AA%E5%8A%9B%E6%86%8B%E7%AC%91&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
13.0,酒店花洒现排泄物住客索赔遭拒,查看更多>,6663306,,https://www.baidu.com/s?wd=%E9%85%92%E5%BA%97%E8%8A%B1%E6%B4%92%E7%8E%B0%E6%8E%92%E6%B3%84%E7%89%A9%E4%BD%8F%E5%AE%A2%E7%B4%A2%E8%B5%94%E9%81%AD%E6%8B%92&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
14.0,男子不顾劝导花15万请大师迁坟改运,近日，大连市民赵先生轻信“风水大师”周先生封建迷信说辞，先后向其支付28万余元用于所谓迁坟改运服务，经周边乡亲劝说后，赵... 查看更多>,6564650,,https://www.baidu.com/s?wd=%E7%94%B7%E5%AD%90%E4%B8%8D%E9%A1%BE%E5%8A%9D%E5%AF%BC%E8%8A%B115%E4%B8%87%E8%AF%B7%E5%A4%A7%E5%B8%88%E8%BF%81%E5%9D%9F%E6%94%B9%E8%BF%90&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
15.0,商场现钱学森巨幅海报 负责人回应,近日，山东菏泽单县银座商城东门外墙悬挂起钱学森巨幅灯箱海报，高7.8米、宽5.6米，天黑后亮灯。商场营运负责人朱伟表示，... 查看更多>,6471564,,https://www.baidu.com/s?wd=%E5%95%86%E5%9C%BA%E7%8E%B0%E9%92%B1%E5%AD%A6%E6%A3%AE%E5%B7%A8%E5%B9%85%E6%B5%B7%E6%8A%A5+%E8%B4%9F%E8%B4%A3%E4%BA%BA%E5%9B%9E%E5%BA%94&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
16.0,潜逃10天被抓嫌犯疑靠吃玉米维生,7月30日，河南驻马店西平县柏城镇发生一起重大刑事案件，51岁嫌疑人夏付钢因邻里纠纷持械伤人致1死1伤后潜逃，警方发布协... 查看更多>,6366860,,https://www.baidu.com/s?wd=%E6%BD%9C%E9%80%8310%E5%A4%A9%E8%A2%AB%E6%8A%93%E5%AB%8C%E7%8A%AF%E7%96%91%E9%9D%A0%E5%90%83%E7%8E%89%E7%B1%B3%E7%BB%B4%E7%94%9F&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
17.0,台风前上海天空出现绝美晚霞,台风白海豚正在逼近上海，不少网友晒出了台风登陆前拍到的晚霞，一起来看。 查看更多>,6277649,,https://www.baidu.com/s?wd=%E5%8F%B0%E9%A3%8E%E5%89%8D%E4%B8%8A%E6%B5%B7%E5%A4%A9%E7%A9%BA%E5%87%BA%E7%8E%B0%E7%BB%9D%E7%BE%8E%E6%99%9A%E9%9C%9E&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
18.0,购飞机票7分钟后退票被扣2022元,近日，杭州的张先生通过12306平台购买了三张长龙航空的三亚飞杭州机票，7分钟后发现航班时间买错，提交退票后直接被扣除2... 查看更多>,6181056,,https://www.baidu.com/s?wd=%E8%B4%AD%E9%A3%9E%E6%9C%BA%E7%A5%A87%E5%88%86%E9%92%9F%E5%90%8E%E9%80%80%E7%A5%A8%E8%A2%AB%E6%89%A32022%E5%85%83&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
19.0,车企回归实体按键,日前，据外媒报道，奥迪未来将大幅调整内饰设计方向，不再过度依赖巨型屏幕，转而重新重视实体按键、旋钮与高级内饰材料的使用。... 查看更多>,6091782,,https://www.baidu.com/s?wd=%E8%BD%A6%E4%BC%81%E5%9B%9E%E5%BD%92%E5%AE%9E%E4%BD%93%E6%8C%89%E9%94%AE&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
20.0,《龙餐馆》 战争版《药神》,沈腾主演的电影《欢迎来龙餐馆》近期大规模点映，首波口碑出炉。有观众表示拍成了战争版《我不是药神》，但不如《我不是药神》好... 查看更多>,5984568,,https://www.baidu.com/s?wd=%E3%80%8A%E9%BE%99%E9%A4%90%E9%A6%86%E3%80%8B+%E6%88%98%E4%BA%89%E7%89%88%E3%80%8A%E8%8D%AF%E7%A5%9E%E3%80%8B&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
21.0,89岁钟南山高能量日常：每周健身3次,近日，89岁的钟南山接受采访，分享了自己的“高能量”日常：每周健身3次，项目包括拉力训练、划船运动等。 查看更多>,5893708,,https://www.baidu.com/s?wd=89%E5%B2%81%E9%92%9F%E5%8D%97%E5%B1%B1%E9%AB%98%E8%83%BD%E9%87%8F%E6%97%A5%E5%B8%B8%EF%BC%9A%E6%AF%8F%E5%91%A8%E5%81%A5%E8%BA%AB3%E6%AC%A1&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
22.0,外国游客的“中国游三件套”火了,这个夏天，赴华旅游的热度比气温更高。各类社交平台上，不少游客分享了在中国的特色消费。除了衣食住行，旅拍、美甲等服务成为不... 查看更多>,5799039,,https://www.baidu.com/s?wd=%E5%A4%96%E5%9B%BD%E6%B8%B8%E5%AE%A2%E7%9A%84%E2%80%9C%E4%B8%AD%E5%9B%BD%E6%B8%B8%E4%B8%89%E4%BB%B6%E5%A5%97%E2%80%9D%E7%81%AB%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
23.0,浙江舟山发布实施“五停”命令,查看更多>,5701150,,https://www.baidu.com/s?wd=%E6%B5%99%E6%B1%9F%E8%88%9F%E5%B1%B1%E5%8F%91%E5%B8%83%E5%AE%9E%E6%96%BD%E2%80%9C%E4%BA%94%E5%81%9C%E2%80%9D%E5%91%BD%E4%BB%A4&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
24.0,女子轻信快递丢失三倍理赔险失百万,查看更多>,5615865,,https://www.baidu.com/s?wd=%E5%A5%B3%E5%AD%90%E8%BD%BB%E4%BF%A1%E5%BF%AB%E9%80%92%E4%B8%A2%E5%A4%B1%E4%B8%89%E5%80%8D%E7%90%86%E8%B5%94%E9%99%A9%E5%A4%B1%E7%99%BE%E4%B8%87&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
25.0,吉马良斯正式加盟阿森纳,阿森纳官方宣布，28岁的巴西中场吉马良斯正式加盟。吉马良斯是从纽卡斯尔联转会而来，根据此前消息，吉马良斯的转会费为750... 查看更多>,5505692,,https://www.baidu.com/s?wd=%E5%90%89%E9%A9%AC%E8%89%AF%E6%96%AF%E6%AD%A3%E5%BC%8F%E5%8A%A0%E7%9B%9F%E9%98%BF%E6%A3%AE%E7%BA%B3&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
26.0,检测列车撞人致11死2伤 涉事单位被罚,2025年11月27日，中国铁路昆明局集团有限公司55537次检测列车在昆明市呈贡区洛羊镇站内与施工作业人员相撞，造成‌... 查看更多>,5407104,,https://www.baidu.com/s?wd=%E6%A3%80%E6%B5%8B%E5%88%97%E8%BD%A6%E6%92%9E%E4%BA%BA%E8%87%B411%E6%AD%BB2%E4%BC%A4+%E6%B6%89%E4%BA%8B%E5%8D%95%E4%BD%8D%E8%A2%AB%E7%BD%9A&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
27.0,国乒女单三将晋级四强,8月8日，WTT横滨冠军赛四强出炉！国乒女单独占3席，男单的四强则让人看了一声叹息，日乒3人打进四强。 查看更多>,5323119,,https://www.baidu.com/s?wd=%E5%9B%BD%E4%B9%92%E5%A5%B3%E5%8D%95%E4%B8%89%E5%B0%86%E6%99%8B%E7%BA%A7%E5%9B%9B%E5%BC%BA&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
28.0,0糖饮料不是完全不含糖,医生建议减肥的人群少喝0糖饮料：0糖不是完全不含糖，不少饮料里仍然有代糖。代糖摄入多可能造成糖瘾，患心脑血管疾病风险高。 查看更多>,5220003,,https://www.baidu.com/s?wd=0%E7%B3%96%E9%A5%AE%E6%96%99%E4%B8%8D%E6%98%AF%E5%AE%8C%E5%85%A8%E4%B8%8D%E5%90%AB%E7%B3%96&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
29.0,老挝国会主席赛宋蓬逝世,据老挝人民革命党中央机关报《人民报》报道，老挝国会主席赛宋蓬·丰威汉于8月8日病逝。 查看更多>,5144583,,https://www.baidu.com/s?wd=%E8%80%81%E6%8C%9D%E5%9B%BD%E4%BC%9A%E4%B8%BB%E5%B8%AD%E8%B5%9B%E5%AE%8B%E8%93%AC%E9%80%9D%E4%B8%96&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
30.0,孙子考取上海交大 爷爷高情商答谢,查看更多>,5037612,,https://www.baidu.com/s?wd=%E5%AD%99%E5%AD%90%E8%80%83%E5%8F%96%E4%B8%8A%E6%B5%B7%E4%BA%A4%E5%A4%A7+%E7%88%B7%E7%88%B7%E9%AB%98%E6%83%85%E5%95%86%E7%AD%94%E8%B0%A2&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
31.0,郭晶晶大女儿边走路边看书,8月7日，郭晶晶与霍启刚携三名子女在香港街头被偶遇，9岁大女儿霍中妍身穿粉色T恤，手捧书本边走边读，神情专注。夫妇二人未... 查看更多>,4949350,,https://www.baidu.com/s?wd=%E9%83%AD%E6%99%B6%E6%99%B6%E5%A4%A7%E5%A5%B3%E5%84%BF%E8%BE%B9%E8%B5%B0%E8%B7%AF%E8%BE%B9%E7%9C%8B%E4%B9%A6&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
32.0,台风白海豚逼近 台湾惊现龙卷风,8月8日，台风“白海豚”逼近台湾北部海面，中国台湾新北市淡水区出现大风暴雨，甚至出现了龙卷风。 查看更多>,4833361,,https://www.baidu.com/s?wd=%E5%8F%B0%E9%A3%8E%E7%99%BD%E6%B5%B7%E8%B1%9A%E9%80%BC%E8%BF%91+%E5%8F%B0%E6%B9%BE%E6%83%8A%E7%8E%B0%E9%BE%99%E5%8D%B7%E9%A3%8E&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
33.0,弟弟一句“不丢脸” 听障姐姐泪崩,近日，浙江杭州一女子因重度耳聋，从小接受语言康复训练，靠助听器和读唇语努力融入社会。从小到大她都带着一份深藏的自卑，怕自... 查看更多>,4764511,,https://www.baidu.com/s?wd=%E5%BC%9F%E5%BC%9F%E4%B8%80%E5%8F%A5%E2%80%9C%E4%B8%8D%E4%B8%A2%E8%84%B8%E2%80%9D+%E5%90%AC%E9%9A%9C%E5%A7%90%E5%A7%90%E6%B3%AA%E5%B4%A9&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
34.0,男子佯装买手机抢走价值7000元手机,查看更多>,4643722,,https://www.baidu.com/s?wd=%E7%94%B7%E5%AD%90%E4%BD%AF%E8%A3%85%E4%B9%B0%E6%89%8B%E6%9C%BA%E6%8A%A2%E8%B5%B0%E4%BB%B7%E5%80%BC7000%E5%85%83%E6%89%8B%E6%9C%BA&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
35.0,60度低头玩手机等于脖子扛50斤水泥,近日，2名小孩玩手机低头幅度近乎折叠的视频引起热议，专家指出60°低头相当于脖子扛50斤水泥。 查看更多>,4545445,,https://www.baidu.com/s?wd=60%E5%BA%A6%E4%BD%8E%E5%A4%B4%E7%8E%A9%E6%89%8B%E6%9C%BA%E7%AD%89%E4%BA%8E%E8%84%96%E5%AD%90%E6%89%9B50%E6%96%A4%E6%B0%B4%E6%B3%A5&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
36.0,娜扎称眼睛恢复情况不太妙,8月8日，演员古力娜扎发布音频称，眼睛的问题最近一直在努力恢复中，但情况还是不太妙，未来可能还要看看中医，扎扎针，如果还... 查看更多>,4461276,,https://www.baidu.com/s?wd=%E5%A8%9C%E6%89%8E%E7%A7%B0%E7%9C%BC%E7%9D%9B%E6%81%A2%E5%A4%8D%E6%83%85%E5%86%B5%E4%B8%8D%E5%A4%AA%E5%A6%99&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
37.0,跨国车企在中国集体承压,2026年上半年，几乎所有主流跨国车企在中国市场销量集体大幅下滑，在华合计份额仅占28.2%。中国市场销量坍塌是跨国车企... 查看更多>,4372766,,https://www.baidu.com/s?wd=%E8%B7%A8%E5%9B%BD%E8%BD%A6%E4%BC%81%E5%9C%A8%E4%B8%AD%E5%9B%BD%E9%9B%86%E4%BD%93%E6%89%BF%E5%8E%8B&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
38.0,杭州全市有序停课,今年第13号台风“白海豚”（强台风级）正在靠近。8号上午，杭州市人民政府防汛防台抗旱（防低温雨雪冰冻）指挥部提升防台风应... 查看更多>,4259146,热,https://www.baidu.com/s?wd=%E6%9D%AD%E5%B7%9E%E5%85%A8%E5%B8%82%E6%9C%89%E5%BA%8F%E5%81%9C%E8%AF%BE&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
39.0,公交车气耗考核被指“一刀切”,近日，兰州公交的一项气耗考核制度引发争议，不少司机为了不被扣钱，大热天不敢开空调，这究竟是怎么回事？一起来看。 查看更多>,4179500,,https://www.baidu.com/s?wd=%E5%85%AC%E4%BA%A4%E8%BD%A6%E6%B0%94%E8%80%97%E8%80%83%E6%A0%B8%E8%A2%AB%E6%8C%87%E2%80%9C%E4%B8%80%E5%88%80%E5%88%87%E2%80%9D&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
40.0,李玲玉回应网友模仿,查看更多>,4065855,,https://www.baidu.com/s?wd=%E6%9D%8E%E7%8E%B2%E7%8E%89%E5%9B%9E%E5%BA%94%E7%BD%91%E5%8F%8B%E6%A8%A1%E4%BB%BF&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
41.0,台风白海豚大到能覆盖整个华东,台风“白海豚”云系庞大足以覆盖华东。专家：北方也需警惕强降雨。 查看更多>,4004287,,https://www.baidu.com/s?wd=%E5%8F%B0%E9%A3%8E%E7%99%BD%E6%B5%B7%E8%B1%9A%E5%A4%A7%E5%88%B0%E8%83%BD%E8%A6%86%E7%9B%96%E6%95%B4%E4%B8%AA%E5%8D%8E%E4%B8%9C&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
42.0,《王者万象棋》预约人数突破5000万,《王者万象棋》正式定档2026年9月，据悉，目前全网预约总量突破五千万人次，体验服现已开放多渠道抢资格。 查看更多>,3907409,,https://www.baidu.com/s?wd=%E3%80%8A%E7%8E%8B%E8%80%85%E4%B8%87%E8%B1%A1%E6%A3%8B%E3%80%8B%E9%A2%84%E7%BA%A6%E4%BA%BA%E6%95%B0%E7%AA%81%E7%A0%B45000%E4%B8%87&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
43.0,2条视频让走失40年的母亲找到家人,查看更多>,3788038,,https://www.baidu.com/s?wd=2%E6%9D%A1%E8%A7%86%E9%A2%91%E8%AE%A9%E8%B5%B0%E5%A4%B140%E5%B9%B4%E7%9A%84%E6%AF%8D%E4%BA%B2%E6%89%BE%E5%88%B0%E5%AE%B6%E4%BA%BA&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
44.0,金饰克价一夜涨回1300元,8月8日，国际贵金属期货集体收涨，COMEX黄金期货、现货黄金单日涨幅均超2%，本周累计涨幅双双突破7%。受国际金价上行... 查看更多>,3701959,,https://www.baidu.com/s?wd=%E9%87%91%E9%A5%B0%E5%85%8B%E4%BB%B7%E4%B8%80%E5%A4%9C%E6%B6%A8%E5%9B%9E1300%E5%85%83&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
45.0,永和豆浆创始人林炳生去世,永和资本集团董事局主席、永和豆浆创始人林炳生先生，因病医治无效，不幸于2026年8月7日在台北逝世，享年70岁。 查看更多>,3625245,,https://www.baidu.com/s?wd=%E6%B0%B8%E5%92%8C%E8%B1%86%E6%B5%86%E5%88%9B%E5%A7%8B%E4%BA%BA%E6%9E%97%E7%82%B3%E7%94%9F%E5%8E%BB%E4%B8%96&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
46.0,伊朗媒体发布伊朗最高领袖视频,伊朗迈赫尔通讯社8月8日在社交媒体发布伊朗最高领袖穆杰塔巴·哈梅内伊的最新视频，系其接任领袖职务后的罕见公开影像。 查看更多>,3528813,,https://www.baidu.com/s?wd=%E4%BC%8A%E6%9C%97%E5%AA%92%E4%BD%93%E5%8F%91%E5%B8%83%E4%BC%8A%E6%9C%97%E6%9C%80%E9%AB%98%E9%A2%86%E8%A2%96%E8%A7%86%E9%A2%91&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
47.0,唐田赛前发布会上引用《孙子兵法》,查看更多>,3397310,,https://www.baidu.com/s?wd=%E5%94%90%E7%94%B0%E8%B5%9B%E5%89%8D%E5%8F%91%E5%B8%83%E4%BC%9A%E4%B8%8A%E5%BC%95%E7%94%A8%E3%80%8A%E5%AD%99%E5%AD%90%E5%85%B5%E6%B3%95%E3%80%8B&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
48.0,加拿大连续三年遭遇严重林火,查看更多>,3293673,,https://www.baidu.com/s?wd=%E5%8A%A0%E6%8B%BF%E5%A4%A7%E8%BF%9E%E7%BB%AD%E4%B8%89%E5%B9%B4%E9%81%AD%E9%81%87%E4%B8%A5%E9%87%8D%E6%9E%97%E7%81%AB&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
49.0,《欢迎来龙餐馆》口碑,8月8日，据猫眼专业版数据，电影《欢迎来龙餐馆》映前3天 ，点映及预售总票房破3000万。有观众表示：“看得我口水和泪... 查看更多>,3230060,,https://www.baidu.com/s?wd=%E3%80%8A%E6%AC%A2%E8%BF%8E%E6%9D%A5%E9%BE%99%E9%A4%90%E9%A6%86%E3%80%8B%E5%8F%A3%E7%A2%91&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
50.0,强台风靠近 浙江沿海掀起15米巨浪,8月8日，强台风“白海豚”逐渐靠近浙闽沿海，浙江温岭金沙滩掀起15米巨浪。 查看更多>,3111022,热,https://www.baidu.com/s?wd=%E5%BC%BA%E5%8F%B0%E9%A3%8E%E9%9D%A0%E8%BF%91+%E6%B5%99%E6%B1%9F%E6%B2%BF%E6%B5%B7%E6%8E%80%E8%B5%B715%E7%B1%B3%E5%B7%A8%E6%B5%AA&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_20.05
,全民健身事业高质量发展,8月8日，是第18个全民健身日。近日，国务院印发《全民健身计划（2026—2030年）》，明确提出，到2030年，经常参... 查看更多>,7903955,,https://www.baidu.com/s?wd=%E5%85%A8%E6%B0%91%E5%81%A5%E8%BA%AB%E4%BA%8B%E4%B8%9A%E9%AB%98%E8%B4%A8%E9%87%8F%E5%8F%91%E5%B1%95&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
1.0,2026年“未录满”本科专业排行榜出炉,今年，在首轮投档中未能录满、进入征集志愿环节的本科专业中，哪些专业出现次数较多？统计显示，在10省本科普通批首轮征集志愿... 查看更多>,7808620,新,https://www.baidu.com/s?wd=2026%E5%B9%B4%E2%80%9C%E6%9C%AA%E5%BD%95%E6%BB%A1%E2%80%9D%E6%9C%AC%E7%A7%91%E4%B8%93%E4%B8%9A%E6%8E%92%E8%A1%8C%E6%A6%9C%E5%87%BA%E7%82%89&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
2.0,几元成本的AI广告导致千万市值蒸发,7月下旬以来，苏泊尔旗下多个电商账号批量发布AI生成的擦边短视频，内容以异性闯入私密空间为噱头配以露骨台词，迅速引发全网... 查看更多>,7714262,热,https://www.baidu.com/s?wd=%E5%87%A0%E5%85%83%E6%88%90%E6%9C%AC%E7%9A%84AI%E5%B9%BF%E5%91%8A%E5%AF%BC%E8%87%B4%E5%8D%83%E4%B8%87%E5%B8%82%E5%80%BC%E8%92%B8%E5%8F%91&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
3.0,生产也能“拼单”了,共享制造，是一种先进制造业和现代服务业深入融合的新业态新模式。它将分散、闲置的生产资源集聚起来，让原材料、设备、技术、人... 查看更多>,7617998,,https://www.baidu.com/s?wd=%E7%94%9F%E4%BA%A7%E4%B9%9F%E8%83%BD%E2%80%9C%E6%8B%BC%E5%8D%95%E2%80%9D%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
4.0,央视新主播李秋莹孙亚鹏亮相,近日，CCTV4《中国新闻》凌晨四点档亮相两位新主播——李秋莹、孙亚鹏。公开信息显示，李秋莹为衡水中学2012届校友，总... 查看更多>,7520578,新,https://www.baidu.com/s?wd=%E5%A4%AE%E8%A7%86%E6%96%B0%E4%B8%BB%E6%92%AD%E6%9D%8E%E7%A7%8B%E8%8E%B9%E5%AD%99%E4%BA%9A%E9%B9%8F%E4%BA%AE%E7%9B%B8&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
5.0,150元车上过夜费到底谁被做局了,7月27日，重庆游客王先生一行在新疆伊犁伊美臻选酒店因房源紧张，两名同行女士被迫在车内过夜，离店时被收取150元“车上过... 查看更多>,7428450,新,https://www.baidu.com/s?wd=150%E5%85%83%E8%BD%A6%E4%B8%8A%E8%BF%87%E5%A4%9C%E8%B4%B9%E5%88%B0%E5%BA%95%E8%B0%81%E8%A2%AB%E5%81%9A%E5%B1%80%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
6.0,台风白海豚到哪了,台风“白海豚”正在逼近浙江，关注台风“白海豚”实时路径。 查看更多>,7333070,,https://www.baidu.com/s?wd=%E5%8F%B0%E9%A3%8E%E7%99%BD%E6%B5%B7%E8%B1%9A%E5%88%B0%E5%93%AA%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
7.0,沈腾演技,8月8日，《欢迎来龙餐馆》点映首日，有博主评价：沈腾的表演完全不一样了。他收了所有标志性的东西——那种“我就知道你会来”... 查看更多>,7233688,热,https://www.baidu.com/s?wd=%E6%B2%88%E8%85%BE%E6%BC%94%E6%8A%80&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
8.0,检测列车撞人致11死2伤 涉事单位被罚,2025年11月27日，中国铁路昆明局集团有限公司55537次检测列车在昆明市呈贡区洛羊镇站内与施工作业人员相撞，造成‌... 查看更多>,7137485,,https://www.baidu.com/s?wd=%E6%A3%80%E6%B5%8B%E5%88%97%E8%BD%A6%E6%92%9E%E4%BA%BA%E8%87%B411%E6%AD%BB2%E4%BC%A4+%E6%B6%89%E4%BA%8B%E5%8D%95%E4%BD%8D%E8%A2%AB%E7%BD%9A&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
9.0,河南刑案嫌犯被抓 逃窜时伤害多人,驻马店市“7•30”案件工作专班8月8日通报，河南省驻马店市西平县“7•30”故意伤害案件犯罪嫌疑人夏某钢被抓获，其于2... 查看更多>,7048472,热,https://www.baidu.com/s?wd=%E6%B2%B3%E5%8D%97%E5%88%91%E6%A1%88%E5%AB%8C%E7%8A%AF%E8%A2%AB%E6%8A%93+%E9%80%83%E7%AA%9C%E6%97%B6%E4%BC%A4%E5%AE%B3%E5%A4%9A%E4%BA%BA&sa=fyb_news&rsv_dl=fyb_news,2026-08-08_16.06
